BBL,INSP_DATE,RESULT
2039060010,2012-09-06,Active Rat Signs
2039060010,2012-10-05,Active Rat Signs
2039060010,2013-04-10,Active Rat Signs
2039060010,2013-05-09,Passed Inspection
2039060010,2013-09-18,Active Rat Signs
2039060010,2013-10-23,Active Rat Signs
2039060010,2013-11-22,Active Rat Signs
2039060010,2014-01-09,Problem Conditions
2039060010,2014-04-24,Active Rat Signs
2039060010,2014-06-13,Active Rat Signs
2039060010,2014-09-17,Passed Inspection
2039170028,2010-09-07,Passed Inspection
2039170028,2011-03-02,Problem Conditions
2039170028,2011-03-30,Passed Inspection
2039170028,2011-08-05,Active Rat Signs
2039170028,2011-09-02,Active Rat Signs
2039170028,2011-09-21,Active Rat Signs
2039170028,2011-11-25,Active Rat Signs
2039170028,2012-02-06,Active Rat Signs
2039170028,2012-02-08,Active Rat Signs
2039170028,2012-02-29,Problem Conditions
2039170028,2012-07-02,Active Rat Signs
2039170028,2012-08-08,Active Rat Signs
2039170028,2012-12-19,Problem Conditions
2039170028,2013-01-11,Passed Inspection
2039170028,2013-01-22,Active Rat Signs
2039170028,2013-05-21,Active Rat Signs
2039170028,2013-07-10,Passed Inspection
2039170028,2013-09-19,Active Rat Signs
2039170028,2013-10-25,Active Rat Signs
2039200005,2011-01-13,Active Rat Signs
2039200005,2011-05-03,Active Rat Signs
2039200005,2011-05-25,Active Rat Signs
2039200005,2011-12-08,Problem Conditions
2039200005,2012-01-03,Problem Conditions
2039200005,2012-01-30,Active Rat Signs
2039200005,2012-02-13,Active Rat Signs
2039200005,2012-02-13,Problem Conditions
2039200005,2012-03-13,Active Rat Signs
2039200005,2012-07-10,Active Rat Signs
2039200005,2012-08-08,Active Rat Signs
2039200005,2012-09-14,Problem Conditions
2039200005,2012-10-15,Problem Conditions
2040070005,2010-05-04,Active Rat Signs
2040070005,2010-06-23,Active Rat Signs
2040070005,2010-08-23,Passed Inspection
2040070005,2011-07-11,Problem Conditions
2040070005,2011-08-08,Active Rat Signs
2040070005,2012-01-03,Passed Inspection
2040070005,2012-08-24,Passed Inspection
2040070005,2013-04-09,Active Rat Signs
2040070005,2013-05-09,Passed Inspection
2040070005,2013-09-20,Passed Inspection
2040070005,2014-04-23,Active Rat Signs
2040070005,2014-06-06,Active Rat Signs
2040070005,2014-09-24,Active Rat Signs
2040070037,2010-01-08,Passed Inspection
2040070037,2010-03-24,Active Rat Signs
2040070037,2010-05-19,Active Rat Signs
2040070037,2010-08-23,Active Rat Signs
2040070037,2010-09-29,Active Rat Signs
2040070037,2011-07-11,Passed Inspection
2040070037,2013-04-09,Active Rat Signs
2040070037,2013-04-11,Active Rat Signs
2040070037,2013-05-06,Active Rat Signs
2040070037,2013-09-20,Active Rat Signs
2040070037,2013-10-23,Active Rat Signs
2040070037,2014-04-23,Active Rat Signs
2040070037,2014-06-06,Active Rat Signs
2040070037,2014-09-24,Active Rat Signs
2040180045,2010-05-19,Active Rat Signs
2040180045,2010-07-26,Active Rat Signs
2040180045,2010-09-16,Active Rat Signs
2040180045,2010-09-21,Problem Conditions
2040180045,2010-10-25,Problem Conditions
2040180045,2010-10-26,Passed Inspection
2040180045,2010-11-22,Problem Conditions
2040180045,2011-01-05,Passed Inspection
2040180045,2011-03-29,Active Rat Signs
2040180045,2011-04-22,Active Rat Signs
2040180045,2011-12-20,Active Rat Signs
2040180045,2012-01-12,Problem Conditions
2040180045,2012-03-12,Active Rat Signs
2040180045,2012-04-09,Problem Conditions
2040180045,2012-10-04,Active Rat Signs
2040180045,2012-11-19,Active Rat Signs
2042840020,2010-02-19,Problem Conditions
2042840020,2010-03-24,Problem Conditions
2042840020,2012-10-25,Active Rat Signs
2042840020,2012-12-10,Active Rat Signs
2042840020,2013-02-04,Active Rat Signs
2042840020,2013-02-28,Active Rat Signs
2042840020,2013-05-30,Active Rat Signs
2042840020,2013-07-29,Active Rat Signs
2042840020,2014-02-21,Active Rat Signs
2042840020,2014-03-24,Active Rat Signs
2042840020,2014-05-28,Active Rat Signs
2042840020,2014-07-16,Active Rat Signs
2042860022,2010-02-04,Active Rat Signs
2042860022,2010-06-01,Active Rat Signs
2042860022,2011-03-07,Problem Conditions
2042860022,2011-03-31,Active Rat Signs
2042860022,2011-04-06,Active Rat Signs
2042860022,2011-04-26,Active Rat Signs
2042860022,2012-10-25,Active Rat Signs
2042860022,2012-12-10,Active Rat Signs
2042860022,2013-02-22,Active Rat Signs
2042860022,2013-02-22,Passed Inspection
2042860022,2013-03-18,Active Rat Signs
2042860022,2013-03-27,Active Rat Signs
2042860022,2013-04-15,Active Rat Signs
2042860022,2013-08-02,Active Rat Signs
2042860022,2013-09-18,Active Rat Signs
2042860022,2013-11-25,Passed Inspection
2042860022,2014-02-19,
2042860022,2014-03-17,Passed Inspection
2042860022,2014-05-30,Passed Inspection
2042860022,2014-06-17,
2042860022,2014-09-11,Passed Inspection
2042870040,2011-08-05,Active Rat Signs
2042870040,2011-09-16,Active Rat Signs
2042870040,2012-01-10,Active Rat Signs
2042870040,2012-02-06,Active Rat Signs
2042870040,2014-08-25,Active Rat Signs
2042890020,2012-12-04,Active Rat Signs
2042890020,2013-01-04,Active Rat Signs
2042890020,2013-03-11,Active Rat Signs
2042890020,2013-04-24,Active Rat Signs
2042890020,2014-09-09,Active Rat Signs
2042910024,2009-10-14,Problem Conditions
2042910024,2009-12-15,Problem Conditions
2042910024,2010-02-19,Problem Conditions
2042910024,2010-08-18,Passed Inspection
2042910024,2010-10-20,Passed Inspection
2042910024,2010-12-01,Passed Inspection
2042910024,2011-02-18,Passed Inspection
2042910024,2011-03-23,Passed Inspection
2042910024,2011-03-29,Active Rat Signs
2042910024,2011-04-22,Passed Inspection
2042910024,2011-06-20,Active Rat Signs
2042910024,2011-08-05,Active Rat Signs
2042910024,2011-10-11,Active Rat Signs
2042910024,2011-11-03,Active Rat Signs
2042910024,2012-03-21,Problem Conditions
2042910024,2012-04-24,Problem Conditions
2042910024,2012-05-23,Passed Inspection
2042910024,2012-06-18,Active Rat Signs
2042910024,2012-08-27,Passed Inspection
2042910024,2012-12-04,Active Rat Signs
2042910024,2013-01-04,Active Rat Signs
2042910024,2013-03-11,Active Rat Signs
2042910024,2013-05-01,Passed Inspection
2042910024,2013-05-09,Passed Inspection
2042910024,2013-05-15,Active Rat Signs
2042910024,2013-07-08,Passed Inspection
2042910024,2013-07-26,Passed Inspection
2042910024,2013-08-05,Active Rat Signs
2042910024,2013-09-18,Passed Inspection
2042910024,2013-10-15,Active Rat Signs
2042910024,2013-12-16,Active Rat Signs
2042910024,2014-01-27,Active Rat Signs
2042910024,2014-03-06,Active Rat Signs
2042910024,2014-04-08,Active Rat Signs
2042910024,2014-05-07,Active Rat Signs
2042910024,2014-07-18,Active Rat Signs
2042910024,2014-08-26,Active Rat Signs
2042910024,2014-09-23,Active Rat Signs
2042910024,2014-10-23,Active Rat Signs
2043170033,2013-03-15,Active Rat Signs
2043170033,2013-04-17,Active Rat Signs
2043170033,2014-02-26,Active Rat Signs
2043170033,2014-03-24,Active Rat Signs
2043170033,2014-05-15,Active Rat Signs
2043170033,2014-07-18,Active Rat Signs
2043180030,2009-09-23,Active Rat Signs
2043180030,2009-11-04,Problem Conditions
2043180030,2010-05-05,Problem Conditions
2043180030,2010-07-23,Passed Inspection
2043180030,2011-03-18,Active Rat Signs
2043180030,2011-03-31,Active Rat Signs
2043180030,2011-04-22,Active Rat Signs
2043180030,2011-04-26,Active Rat Signs
2043180030,2012-01-10,Problem Conditions
2043180030,2012-02-06,Problem Conditions
2043180030,2013-03-18,Active Rat Signs
2043180030,2013-05-01,Active Rat Signs
2043180030,2013-06-27,Problem Conditions
2043180030,2013-08-05,Passed Inspection
2043180030,2013-10-08,Active Rat Signs
2043180030,2013-12-16,Problem Conditions
2043180030,2014-03-25,Problem Conditions
2043180030,2014-04-30,Problem Conditions
2043180030,2014-05-30,Active Rat Signs
2043180030,2014-07-16,Problem Conditions
2043180030,2014-08-05,Active Rat Signs
2043180030,2014-08-25,Active Rat Signs
2043180030,2014-08-26,
2043180030,2014-09-23,Active Rat Signs
2043190015,2009-09-17,Active Rat Signs
2043190015,2009-10-01,Active Rat Signs
2043190015,2009-11-13,Active Rat Signs
2043190015,2009-12-23,Active Rat Signs
2043190015,2010-02-19,Active Rat Signs
2043190015,2010-03-24,Active Rat Signs
2043190015,2010-07-26,Active Rat Signs
2043190015,2012-01-10,Problem Conditions
2043190015,2012-02-06,Active Rat Signs
2043190015,2013-03-18,Active Rat Signs
2043190015,2013-05-01,Active Rat Signs
2043190015,2013-06-27,Active Rat Signs
2043190015,2013-08-05,Active Rat Signs
2043190015,2014-03-25,Active Rat Signs
2043190015,2014-06-16,Problem Conditions
2043190015,2014-08-25,Passed Inspection
2043190030,2009-10-09,Active Rat Signs
2043190030,2009-11-25,Active Rat Signs
2043190030,2010-02-19,Active Rat Signs
2043190030,2010-03-24,Active Rat Signs
2043190030,2010-07-26,Active Rat Signs
2043190030,2011-03-18,Active Rat Signs
2043190030,2011-04-19,Active Rat Signs
2043190030,2012-01-10,Active Rat Signs
2043190030,2012-02-08,Active Rat Signs
2043190030,2013-06-27,Passed Inspection
2043190030,2014-03-25,Problem Conditions
2043190030,2014-05-05,Passed Inspection
2043190030,2014-08-25,Passed Inspection
2043190045,2011-03-31,Passed Inspection
2043190045,2012-01-10,Problem Conditions
2043190045,2012-02-08,Passed Inspection
2043190045,2012-06-26,Passed Inspection
2043190045,2013-06-27,Active Rat Signs
2043190045,2013-07-11,Passed Inspection
2043190045,2014-03-25,Active Rat Signs
2043190045,2014-06-16,Passed Inspection
2043190045,2014-07-14,Active Rat Signs
2043190045,2014-08-25,Active Rat Signs
2043190045,2014-09-23,Active Rat Signs
2043200022,2009-09-29,Active Rat Signs
2043200022,2010-01-06,Active Rat Signs
2043200022,2010-02-08,Active Rat Signs
2043200022,2010-02-19,Active Rat Signs
2043200022,2010-03-04,Active Rat Signs
2043200022,2010-03-24,Active Rat Signs
2043200022,2010-05-05,Active Rat Signs
2043200022,2010-05-05,Active Rat Signs
2043200022,2010-07-23,Active Rat Signs
2043200022,2010-07-23,Passed Inspection
2043200022,2011-03-31,Active Rat Signs
2043200022,2011-04-26,Active Rat Signs
2043200022,2012-01-10,Problem Conditions
2043200022,2012-02-08,Active Rat Signs
2043200022,2013-04-09,Passed Inspection
2043200022,2013-06-27,Passed Inspection
2043200022,2013-09-13,Problem Conditions
2043200022,2013-11-04,Problem Conditions
2043200022,2014-03-25,Active Rat Signs
2043200022,2014-06-16,Problem Conditions
2043200022,2014-06-25,Problem Conditions
2043200022,2014-08-26,Problem Conditions
2043200022,2014-09-23,Problem Conditions
2043200041,2009-11-04,Active Rat Signs
2043200041,2010-02-08,Active Rat Signs
2043200041,2010-08-25,Active Rat Signs
2043200041,2010-09-23,Active Rat Signs
2043200041,2010-09-27,Active Rat Signs
2043200041,2010-09-27,Passed Inspection
2043200041,2010-10-25,Active Rat Signs
2043200041,2010-11-22,Active Rat Signs
2043200041,2011-03-31,Active Rat Signs
2043200041,2011-04-20,Active Rat Signs
2043200041,2011-04-26,Active Rat Signs
2043200041,2011-05-13,Active Rat Signs
2043200041,2012-01-11,Active Rat Signs
2043200041,2012-02-03,Active Rat Signs
2043200041,2012-06-11,Active Rat Signs
2043200041,2012-07-31,Active Rat Signs
2043200041,2012-10-18,Active Rat Signs
2043200041,2012-12-27,Active Rat Signs
2043200041,2013-04-09,Active Rat Signs
2043200041,2013-06-27,Problem Conditions
2043200041,2013-09-13,Problem Conditions
2043200041,2013-10-25,Problem Conditions
2043200041,2014-03-25,Active Rat Signs
2043200041,2014-05-07,Passed Inspection
2043200041,2014-06-25,Active Rat Signs
2043200041,2014-08-22,Active Rat Signs
2043200041,2014-08-26,Problem Conditions
2043200042,2009-09-16,Passed Inspection
2043200042,2009-10-02,Active Rat Signs
2043200042,2009-10-15,Passed Inspection
2043200042,2009-11-13,Active Rat Signs
2043200042,2010-02-08,Active Rat Signs
2043200042,2010-03-03,Active Rat Signs
2043200042,2010-08-25,Problem Conditions
2043200042,2010-10-25,Passed Inspection
2043200042,2011-04-20,Passed Inspection
2043200042,2012-01-11,Problem Conditions
2043200042,2012-02-08,Problem Conditions
2043200042,2012-06-11,Passed Inspection
2043200042,2012-12-26,Problem Conditions
2043200042,2013-01-29,Passed Inspection
2043200042,2013-06-27,Active Rat Signs
2043200042,2013-08-05,Passed Inspection
2043200042,2014-03-26,Passed Inspection
2043200042,2014-08-26,Active Rat Signs
2043200050,2009-11-13,Active Rat Signs
2043200050,2010-01-22,Problem Conditions
2043200050,2010-02-08,Active Rat Signs
2043200050,2012-01-11,Problem Conditions
2043200050,2012-02-08,Problem Conditions
2043200050,2013-06-27,Active Rat Signs
2043200050,2013-08-05,Active Rat Signs
2043200050,2014-03-26,Problem Conditions
2043200050,2014-05-07,Problem Conditions
2043200050,2014-08-26,Active Rat Signs
2043210042,2011-09-12,Active Rat Signs
2043210042,2011-10-12,Problem Conditions
2043210042,2012-01-11,Problem Conditions
2043210042,2012-02-09,Active Rat Signs
2043210042,2012-05-04,Active Rat Signs
2043210042,2012-06-29,Active Rat Signs
2043210042,2012-12-26,Active Rat Signs
2043210042,2013-01-29,Active Rat Signs
2043210042,2013-06-27,Problem Conditions
2043210042,2013-08-05,Passed Inspection
2043210042,2014-03-26,Active Rat Signs
2043210042,2014-05-07,Passed Inspection
2043210042,2014-06-23,Problem Conditions
2043210042,2014-08-22,Active Rat Signs
2043210042,2014-08-27,Active Rat Signs
2043210042,2014-10-10,Active Rat Signs
2043420010,2010-04-13,Passed Inspection
2043420010,2010-05-24,Problem Conditions
2043420010,2010-08-30,Passed Inspection
2043420010,2011-03-11,Active Rat Signs
2043420010,2011-04-19,Active Rat Signs
2043420010,2011-07-08,Active Rat Signs
2043420010,2011-08-05,Active Rat Signs
2043420010,2011-09-21,Active Rat Signs
2043420010,2011-10-21,Active Rat Signs
2043420010,2011-12-06,Active Rat Signs
2043420010,2012-01-13,Active Rat Signs
2043420010,2012-08-29,
2043420010,2012-10-11,Passed Inspection
2043420010,2012-10-25,Active Rat Signs
2043420010,2012-12-10,Active Rat Signs
2043420010,2013-06-20,Problem Conditions
2043420010,2013-08-05,Passed Inspection
2043420010,2013-08-29,Problem Conditions
2043420010,2013-11-01,Passed Inspection
2043420010,2014-01-14,
2043420010,2014-03-06,Passed Inspection
2043420010,2014-09-22,
2043440001,2009-09-23,Active Rat Signs
2043440001,2009-10-29,Active Rat Signs
2043440001,2010-04-21,Active Rat Signs
2043440001,2010-05-24,Active Rat Signs
2043440001,2010-07-23,Passed Inspection
2043440001,2010-07-23,Problem Conditions
2043440001,2010-08-13,Active Rat Signs
2043440001,2010-09-23,Problem Conditions
2043440001,2011-08-09,Active Rat Signs
2043440001,2011-09-15,Active Rat Signs
2043440001,2011-12-07,Problem Conditions
2043440001,2012-02-02,Active Rat Signs
2043470007,2010-01-14,Active Rat Signs
2043470007,2010-02-22,Active Rat Signs
2043470007,2011-02-15,Active Rat Signs
2043470007,2011-03-11,Active Rat Signs
2043470007,2011-09-02,Problem Conditions
2043470007,2011-10-12,Problem Conditions
2043470007,2011-12-07,Problem Conditions
2043470007,2012-01-09,Problem Conditions
2043470007,2012-03-20,Active Rat Signs
2043470007,2012-04-24,Active Rat Signs
2043470007,2012-11-15,Active Rat Signs
2043470007,2012-12-27,Active Rat Signs
2043520001,2009-09-17,Active Rat Signs
2043520001,2009-10-29,Active Rat Signs
2043520001,2010-01-22,Active Rat Signs
2043520001,2010-02-19,Active Rat Signs
2043520001,2010-03-24,Active Rat Signs
2043520001,2010-07-22,Active Rat Signs
2043520001,2010-08-31,Active Rat Signs
2043520001,2010-12-14,Active Rat Signs
2043520001,2011-02-04,Active Rat Signs
2043520001,2011-04-06,Active Rat Signs
2043520001,2011-05-06,Active Rat Signs
2043520001,2011-05-18,Active Rat Signs
2043520001,2011-05-31,Active Rat Signs
2043520001,2011-07-20,Active Rat Signs
2043520001,2011-09-12,Active Rat Signs
2043520001,2011-11-14,Active Rat Signs
2043520001,2011-12-08,Active Rat Signs
2043520001,2012-04-23,Active Rat Signs
2043520001,2012-05-23,Active Rat Signs
2043520001,2013-03-13,Active Rat Signs
2043520001,2013-04-09,Active Rat Signs
2043520010,2009-09-17,Active Rat Signs
2043520010,2009-11-25,Active Rat Signs
2043520010,2009-12-11,Active Rat Signs
2043520010,2010-02-04,Problem Conditions
2043520010,2010-02-08,Active Rat Signs
2043520010,2010-03-04,Passed Inspection
2043520010,2010-05-24,Active Rat Signs
2043520010,2010-05-24,Active Rat Signs
2043520010,2010-05-24,Active Rat Signs
2043520010,2010-05-24,Active Rat Signs
2043520010,2010-05-24,Active Rat Signs
2043520010,2010-07-22,Active Rat Signs
2043520010,2010-08-23,Active Rat Signs
2043520010,2010-08-30,Active Rat Signs
2043520010,2010-08-30,Active Rat Signs
2043520010,2010-08-31,Passed Inspection
2043520010,2010-08-31,Problem Conditions
2043520010,2010-09-27,Active Rat Signs
2043520010,2010-09-27,Passed Inspection
2043520010,2010-09-27,Passed Inspection
2043520010,2010-12-14,Active Rat Signs
2043520010,2011-02-04,Active Rat Signs
2043520010,2011-03-07,Active Rat Signs
2043520010,2011-04-06,Active Rat Signs
2043520010,2011-12-08,Problem Conditions
2043520010,2012-03-07,Passed Inspection
2043520010,2012-05-08,Active Rat Signs
2043520010,2012-06-29,Passed Inspection
2043520010,2014-03-05,Problem Conditions
2043520010,2014-04-03,Active Rat Signs
2043540016,2010-08-18,Active Rat Signs
2043540016,2010-09-27,Problem Conditions
2043540016,2010-10-08,Active Rat Signs
2043540016,2010-11-17,Active Rat Signs
2043540016,2011-03-29,Active Rat Signs
2043540016,2011-04-22,Active Rat Signs
2043540016,2011-05-17,Active Rat Signs
2043540016,2011-06-13,Active Rat Signs
2043540016,2011-12-08,Active Rat Signs
2043540016,2012-01-23,Passed Inspection
2044290035,2010-06-07,Problem Conditions
2044290035,2010-06-29,Problem Conditions
2044290035,2010-08-18,Active Rat Signs
2044290035,2010-09-27,Passed Inspection
2044290035,2010-12-09,Active Rat Signs
2044290035,2011-02-18,Active Rat Signs
2044290035,2011-12-06,Active Rat Signs
2044290035,2011-12-19,Problem Conditions
2044290035,2012-01-23,Active Rat Signs
2044290035,2013-07-29,Problem Conditions
2044290035,2013-09-17,Problem Conditions
2044560043,2010-06-07,Active Rat Signs
2044560043,2010-08-31,Passed Inspection
2044560043,2011-03-29,Problem Conditions
2044560043,2011-04-22,Problem Conditions
2044560043,2011-06-29,Active Rat Signs
2044560043,2011-07-27,Active Rat Signs
2044560043,2011-09-27,Active Rat Signs
2044560043,2011-10-21,Active Rat Signs
2045060001,2010-03-05,Problem Conditions
2045060001,2010-06-25,Passed Inspection
2045060001,2010-12-14,Problem Conditions
2045060001,2011-02-18,Passed Inspection
2045060001,2011-09-27,Problem Conditions
2045060001,2011-10-27,Problem Conditions
2045060001,2011-12-07,Active Rat Signs
2045060001,2012-01-06,Problem Conditions
2045060001,2012-01-13,Active Rat Signs
2045060001,2012-03-26,Active Rat Signs
2045060001,2012-04-30,Passed Inspection
2045060001,2012-08-20,Active Rat Signs
2045060001,2012-09-28,Active Rat Signs
2045060001,2013-02-06,Active Rat Signs
2045060001,2013-03-14,Active Rat Signs
2045060001,2013-05-21,Active Rat Signs
2045060001,2013-07-08,Active Rat Signs
2045060001,2013-08-09,Active Rat Signs
2045060001,2013-08-30,Active Rat Signs
2045060001,2013-09-20,Active Rat Signs
2045060001,2013-11-01,Active Rat Signs
2045060001,2014-01-02,Active Rat Signs
2045060001,2014-03-06,Active Rat Signs
2045060001,2014-04-25,Active Rat Signs
2045060001,2014-06-17,Active Rat Signs
2045060001,2014-08-07,Active Rat Signs
2045060001,2014-08-20,
2045060001,2014-10-28,Active Rat Signs
2045060040,2009-12-11,Problem Conditions
2045060040,2010-01-14,Problem Conditions
2045060040,2010-04-21,Passed Inspection
2045060040,2011-04-28,Active Rat Signs
2045060040,2011-06-13,Problem Conditions
2045060040,2011-10-20,Problem Conditions
2045060040,2011-12-07,Active Rat Signs
2045060040,2012-01-13,Active Rat Signs
2045060040,2012-07-19,Problem Conditions
2045060040,2012-09-24,Problem Conditions
2045060040,2013-01-29,Active Rat Signs
2045060040,2013-02-25,Active Rat Signs
2045060040,2013-06-07,Active Rat Signs
2045060040,2013-06-18,Active Rat Signs
2045060040,2013-08-05,Passed Inspection
2045060040,2013-08-08,Active Rat Signs
2045060040,2013-08-09,Active Rat Signs
2045060040,2013-10-15,Active Rat Signs
2045060040,2013-12-16,Active Rat Signs
2045060040,2014-01-17,Active Rat Signs
2045060040,2014-03-06,Active Rat Signs
2045060040,2014-03-17,
2045060040,2014-04-25,Passed Inspection
2045060040,2014-05-08,Active Rat Signs
2045060040,2014-07-11,Passed Inspection
2045060040,2014-07-18,Active Rat Signs
2045060040,2014-08-07,Active Rat Signs
2045060040,2014-10-28,Active Rat Signs
2045080060,2010-03-01,Active Rat Signs
2045080060,2010-03-29,Active Rat Signs
2045080060,2011-05-13,Active Rat Signs
2045080060,2011-08-05,Active Rat Signs
2045080060,2011-12-07,Active Rat Signs
2045080060,2012-01-11,Active Rat Signs
2045080060,2012-06-08,Active Rat Signs
2045080060,2012-09-26,Active Rat Signs
2045080060,2013-01-07,Active Rat Signs
2045080060,2013-02-04,Passed Inspection
2045110044,2011-12-09,Active Rat Signs
2045110044,2012-01-11,Active Rat Signs
2045110044,2012-06-01,Active Rat Signs
2045110044,2012-08-13,Active Rat Signs
2045110044,2013-01-10,Active Rat Signs
2045110044,2013-02-01,Active Rat Signs
2045110052,2011-12-09,Active Rat Signs
2045110052,2012-01-11,Active Rat Signs
2045110052,2012-05-09,Active Rat Signs
2045110052,2012-06-01,Active Rat Signs
2045110052,2012-06-29,Active Rat Signs
2045110052,2012-08-06,Active Rat Signs
2045110052,2013-01-10,Active Rat Signs
2045110052,2013-02-05,Passed Inspection
2045110056,2011-10-11,Active Rat Signs
2045110056,2011-11-03,Active Rat Signs
2045110056,2012-05-09,Problem Conditions
2045110056,2012-06-01,Active Rat Signs
2045110056,2012-06-29,Active Rat Signs
2045110056,2012-08-06,Active Rat Signs
2045110056,2013-01-11,Active Rat Signs
2045110056,2013-02-20,Active Rat Signs
2045110057,2011-12-09,Active Rat Signs
2045110057,2012-01-11,Active Rat Signs
2045110057,2012-05-09,Active Rat Signs
2045110057,2012-06-01,Active Rat Signs
2045110057,2012-06-29,Active Rat Signs
2045110057,2012-08-06,Active Rat Signs
2045110057,2013-01-11,Active Rat Signs
2045110057,2013-02-20,Active Rat Signs
2045120005,2010-08-25,Problem Conditions
2045120005,2010-10-07,Problem Conditions
2045120005,2010-11-17,Problem Conditions
2045120005,2011-05-18,Problem Conditions
2045120005,2012-03-26,Active Rat Signs
2045120005,2012-04-30,Active Rat Signs
2045120005,2012-06-01,Active Rat Signs
2045120005,2012-08-06,Active Rat Signs
2045120005,2012-12-06,Active Rat Signs
2045120005,2013-01-09,Active Rat Signs
2045120005,2013-02-05,Active Rat Signs
2045120005,2013-07-16,Active Rat Signs
2045120005,2013-09-18,Active Rat Signs
2045120011,2009-10-20,Problem Conditions
2045120011,2010-01-08,Problem Conditions
2045120011,2010-08-25,Problem Conditions
2045120011,2011-05-18,Passed Inspection
2045120011,2012-04-23,Passed Inspection
2045120011,2012-06-01,Active Rat Signs
2045120011,2012-08-13,Passed Inspection
2045120011,2012-08-29,Active Rat Signs
2045120011,2012-10-11,Active Rat Signs
2045120011,2013-01-09,Active Rat Signs
2045120011,2013-02-05,Active Rat Signs
2045120011,2013-07-16,Active Rat Signs
2045120011,2013-08-29,Active Rat Signs
2045120011,2013-12-09,Active Rat Signs
2045120011,2014-04-28,Active Rat Signs
2045120058,2010-05-13,Passed Inspection
2045120058,2011-12-09,Active Rat Signs
2045120058,2012-01-13,Active Rat Signs
2045120058,2012-06-06,Active Rat Signs
2045120058,2012-09-27,Active Rat Signs
2045120058,2012-12-06,Active Rat Signs
2045120058,2012-12-28,Active Rat Signs
2045120058,2013-01-04,Active Rat Signs
2045120058,2013-05-01,Active Rat Signs
2045120058,2013-07-29,Active Rat Signs
2045120058,2013-12-13,Active Rat Signs
2045120058,2014-03-10,Active Rat Signs
2045140026,2012-06-06,Active Rat Signs
2045140026,2012-09-27,Active Rat Signs
2045140026,2012-12-19,Active Rat Signs
2045140026,2013-03-20,Active Rat Signs
2045140026,2013-05-01,Active Rat Signs
2045140026,2013-08-02,Active Rat Signs
2045140026,2013-09-16,Active Rat Signs
2045140026,2014-09-19,Active Rat Signs
2045150005,2010-05-13,Active Rat Signs
2045150005,2010-08-31,Active Rat Signs
2045150005,2011-08-22,Active Rat Signs
2045150005,2011-09-28,Active Rat Signs
2045150005,2011-12-13,Active Rat Signs
2045150005,2012-01-10,Active Rat Signs
2045150005,2012-12-13,Active Rat Signs
2045150005,2013-01-08,Active Rat Signs
2045500004,2011-12-08,Active Rat Signs
2045500004,2012-01-25,Passed Inspection
2045500004,2012-03-08,Active Rat Signs
2045500004,2012-05-09,Active Rat Signs
2045500004,2012-09-24,Active Rat Signs
2045500004,2012-09-25,Passed Inspection
2045500004,2013-01-07,Active Rat Signs
2045500004,2013-02-01,Active Rat Signs
2045500007,2010-11-19,Active Rat Signs
2045500007,2011-01-06,Active Rat Signs
2045500007,2012-04-23,Active Rat Signs
2045500007,2012-05-04,Problem Conditions
2045500007,2012-05-30,Active Rat Signs
2045500007,2013-03-20,Active Rat Signs
2045500007,2013-04-05,Passed Inspection
2045500010,2009-10-01,Problem Conditions
2045500010,2009-12-07,Passed Inspection
2045500010,2010-07-22,Problem Conditions
2045500010,2010-09-30,Problem Conditions
2045500010,2012-01-05,Active Rat Signs
2045500010,2012-02-03,Active Rat Signs
2045500010,2012-05-04,Active Rat Signs
2045500010,2012-07-10,Active Rat Signs
2045500010,2013-02-19,Active Rat Signs
2045500010,2013-03-20,Active Rat Signs
2045500010,2013-05-01,Active Rat Signs
2045510054,2012-01-31,Active Rat Signs
2045510054,2012-02-27,Active Rat Signs
2045510054,2012-04-30,Active Rat Signs
2045510054,2012-07-16,Active Rat Signs
2045510054,2012-09-24,Active Rat Signs
2045510054,2013-03-06,Active Rat Signs
2045510054,2013-04-04,Active Rat Signs
2045710022,2010-06-14,Problem Conditions
2045710022,2010-07-16,Passed Inspection
2045710022,2011-11-28,Active Rat Signs
2045710022,2012-01-05,Active Rat Signs
2045710022,2012-03-07,Active Rat Signs
2045710022,2012-04-06,Active Rat Signs
2045710022,2013-03-13,Active Rat Signs
2045710022,2013-04-10,Active Rat Signs
2045710022,2014-08-28,Passed Inspection
2045710027,2009-12-15,Problem Conditions
2045710027,2010-01-05,Passed Inspection
2045710027,2010-08-11,Problem Conditions
2045710027,2010-09-16,Active Rat Signs
2045710027,2011-02-28,Active Rat Signs
2045710027,2011-03-28,Passed Inspection
2045710027,2012-02-24,Problem Conditions
2045710027,2012-03-07,Active Rat Signs
2045710027,2012-04-06,Active Rat Signs
2045710027,2013-03-13,Active Rat Signs
2045710027,2013-04-10,Active Rat Signs
2045730027,2012-11-16,Active Rat Signs
2045730027,2012-12-18,Active Rat Signs
2045730027,2014-03-27,Active Rat Signs
2045730027,2014-05-20,Active Rat Signs
2045730027,2014-08-26,Active Rat Signs
2045730027,2014-10-08,Passed Inspection
2045740030,2010-05-27,Active Rat Signs
2045740030,2010-07-09,Active Rat Signs
2045740030,2011-04-25,Active Rat Signs
2045740030,2011-05-23,Active Rat Signs
2045740030,2013-03-04,Active Rat Signs
2045740030,2013-04-02,Active Rat Signs
2045740030,2013-07-30,Problem Conditions
2045740030,2013-09-03,Problem Conditions
2045740034,2010-04-08,Active Rat Signs
